nb_projet_siret,annee_creation,kw_renovation,kw_energetique,kw_batiment,kw_ecole,kw_eclairage,kw_incendie,kw_mobilite,kw_isolation,kw_chauffage,kw_photovolta,kw_recyclage,kw_benef_commune,kw_benef_ville,kw_benef_departement,kw_benef_region,kw_benef_metropole,kw_benef_communaute,kw_benef_syndicat,kw_benef_association,kw_benef_territoires,kw_benef_public,categorie_entreprise_ETI,categorie_entreprise_GE,categorie_entreprise_PME,economie_sociale_solidaire_unite_legale_N,economie_sociale_solidaire_unite_legale_Non_renseigne,economie_sociale_solidaire_unite_legale_O,demarche,nom_region,nom_departement,code_departement,forme_juridique_beneficiaire,code_commune,nom_commune,siret,activite_principale,code_postal,tranche_effectifs_unite_legale,annee_creation_bin,montant_engage_log
1,1983,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,10.51254121932266,10.252228936904329,10.252228936904329,10.867898869298177,10.98102408063396,10.98102408063396,10.98102408063396,10.894518710219307,10.802721869105783,10.410010136077346,10.898415635135263,11.282614287486386
2,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,11.556163434330063,10.815375828204525,11.00737330963005,11.00737330963005,10.867898869298177,11.21509580558179,11.21509580558179,11.158781200830516,10.894518710219307,11.21509580558179,12.182803577485947,10.898415635135263,12.648836749680669
27,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,9.62757103997272,11.04404863079418,10.553707547090898,10.553707547090898,10.236398269268328,9.944810687600784,9.944810687600784,9.944810687600784,10.894518710219307,10.225386061021275,10.752045520711334,10.846105734621867,9.86301497612892
1,1983,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,11.069002998076362,11.709768027895006,11.709768027895006,10.867898869298177,10.884655203338134,10.884655203338134,10.884655203338134,10.894518710219307,10.994004100714346,10.410010136077346,10.898415635135263,10.541933269069709
1,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,9.62757103997272,11.289721514798648,11.163023389948714,11.163023389948714,10.236398269268328,11.163707813769415,11.163707813769415,11.218885931515874,10.298131021515712,11.175241271192407,10.410010136077346,10.846105734621867,13.110795365209965
1,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.308594365093935,10.912202696038703,10.791039736291108,10.791039736291108,11.683123084799748,11.220391288150585,11.220391288150585,11.220391288150585,11.220391288150585,11.220391288150585,10.410010136077346,11.312151810944664,13.122365377402328
12,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,9.62757103997272,10.469612630640494,10.598520467605981,10.598520467605981,10.11359339890458,10.433754595327544,10.433754595327544,10.298360100307493,10.894518710219307,10.433754595327544,11.041263967128458,10.898415635135263,8.331665701104795
16,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,9.62757103997272,10.51254121932266,9.912553494090034,9.912553494090034,10.054441402351973,9.857743819537788,9.857743819537788,10.043066889797217,10.57819558377291,9.857743819537788,10.752045520711334,10.846105734621867,9.293209849798478
1,1983,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,11.556163434330063,10.469612630640494,10.572983036827797,10.572983036827797,10.867898869298177,10.83189797385192,10.83189797385192,10.83189797385192,10.894518710219307,10.668435527177817,10.070993727253382,10.898415635135263,10.136446772171567
2,2019,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,11.069002998076362,10.599465229495417,10.599465229495417,10.867898869298177,10.952227160081117,10.952227160081117,10.952227160081117,10.894518710219307,10.780981257079151,10.752045520711334,10.846105734621867,11.115689206816892
4,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,11.556163434330063,10.975968081027128,10.767890771987933,10.767890771987933,12.274616673036277,11.158394145423923,11.158394145423923,11.242074198005202,10.894518710219307,11.301395832135196,12.457376679522962,10.846105734621867,12.645861882682292
1,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,9.62757103997272,10.975968081027128,11.010842737859567,11.010842737859567,10.867898869298177,10.613472999884456,10.613472999884456,10.613472999884456,10.894518710219307,10.604284816694822,10.070993727253382,11.208873210857517,8.45765547870004
1,1983,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,9.69812101696013,10.620143400852314,10.642421107040914,10.642421107040914,10.867898869298177,10.722336515920913,10.722336515920913,10.722336515920913,10.894518710219307,10.712391931903868,10.295698749064284,10.898415635135263,9.294368971571634
3,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,10.604141597915584,11.42887912134395,11.2863357896478,11.2863357896478,11.275106400876476,11.019286530299311,11.019286530299311,10.951857123292113,10.894518710219307,11.08564872670613,11.499769794966772,10.846105734621867,11.731027770531352
2,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,12.203846975112604,11.5678924572017,11.5678924572017,10.867898869298177,11.225850857653414,11.225850857653414,11.225850857653414,10.894518710219307,11.225850857653414,11.499769794966772,10.898415635135263,13.592368256649284
1,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,12.503609973389988,11.069002998076362,11.007621578383619,11.007621578383619,10.867898869298177,11.104163594862072,11.104163594862072,11.104163594862072,10.894518710219307,11.104163594862072,10.752045520711334,10.846105734621867,12.22905159551721
2,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,10.01358307059093,10.469612630640494,10.572983036827797,10.572983036827797,10.867898869298177,10.887875493036827,10.887875493036827,10.887875493036827,10.894518710219307,10.770612833520364,10.752045520711334,10.898415635135263,8.38958706681109
3,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,10.01358307059093,10.469612630640494,10.582773196430457,10.582773196430457,10.628254886499958,10.807961082420947,10.807961082420947,10.807961082420947,10.894518710219307,10.807961082420947,11.273248658116424,11.208873210857517,9.379323364330956
1,1983,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,11.556163434330063,11.04404863079418,10.553707547090898,10.553707547090898,10.867898869298177,10.879547131549842,10.879547131549842,10.879547131549842,10.894518710219307,10.944832079606488,10.070993727253382,10.898415635135263,10.502673168501317
1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,11.556163434330063,10.975968081027128,11.010842737859567,11.010842737859567,11.921245869734625,10.968174132429908,10.968174132429908,11.24411282437912,10.894518710219307,11.301395832135196,12.457376679522962,10.99095797131906,13.304686600863562
16,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,9.62757103997272,10.51254121932266,9.912553494090034,9.912553494090034,10.054441402351973,9.857743819537788,9.857743819537788,10.043066889797217,10.57819558377291,9.857743819537788,10.752045520711334,10.846105734621867,8.92252495730139
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,10.475322431255302,10.815375828204525,10.836228107146631,10.836228107146631,10.867898869298177,10.80687847360238,10.80687847360238,10.80687847360238,10.894518710219307,10.80687847360238,10.752045520711334,10.898415635135263,9.944149534255018
1,1983,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,11.069002998076362,10.905058983328656,10.905058983328656,10.867898869298177,10.652091904920589,10.652091904920589,10.652091904920589,10.894518710219307,10.67581120282897,10.410010136077346,10.898415635135263,8.754476306284166
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,9.62757103997272,10.60945251035581,10.412226163993791,10.412226163993791,10.867898869298177,10.743857275399856,10.743857275399856,10.743857275399856,10.894518710219307,10.743857275399856,10.332078087480614,10.898415635135263,9.459775257244461
1,1983,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,10.975968081027128,11.717466536513413,11.717466536513413,10.867898869298177,10.97286561618593,10.97286561618593,10.97286561618593,10.894518710219307,10.978942547847083,10.410010136077346,10.898415635135263,11.219909190927746
2,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,9.69812101696013,10.975968081027128,11.132604803162815,11.132604803162815,10.903890580804239,11.199807712225812,11.199807712225812,11.22694475284115,10.903890580804239,11.199807712225812,11.655759499038734,11.462832162125798,12.876874518921563
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,11.069002998076362,11.709768027895006,11.709768027895006,10.867898869298177,11.19424710939127,11.19424710939127,11.19424710939127,10.894518710219307,11.023936878756157,10.752045520711334,10.898415635135263,12.921423979178156
1,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,11.556163434330063,12.203846975112604,11.998487065191387,11.998487065191387,10.867898869298177,11.293424763421722,11.293424763421722,11.230792315875702,10.894518710219307,11.258816548273016,12.182803577485947,11.208873210857517,13.202306578588797
8,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,9.62757103997272,11.42887912134395,11.542899263932433,11.542899263932433,10.236398269268328,10.698602967823362,10.698602967823362,10.698602967823362,10.894518710219307,10.698602967823362,11.041263967128458,10.846105734621867,10.750792555754964
2,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,12.503609973389988,11.04404863079418,11.081903968983852,11.081903968983852,10.867898869298177,11.204180224454861,11.204180224454861,11.204180224454861,10.894518710219307,11.048442235835749,11.273248658116424,10.898415635135263,13.303018546545275
1,1983,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,11.289721514798648,11.13911180806056,11.13911180806056,10.867898869298177,10.897383206070927,10.897383206070927,10.897383206070927,10.894518710219307,10.779791652723492,10.752045520711334,10.898415635135263,10.639759354535004
1,1983,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,11.556163434330063,11.069002998076362,11.012398119619668,11.012398119619668,10.867898869298177,10.831212818251332,10.831212818251332,10.831212818251332,10.894518710219307,11.068091459715788,10.410010136077346,10.898415635135263,10.13118073854891
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,9.62757103997272,10.815375828204525,10.932451068955265,10.932451068955265,10.867898869298177,10.712453316367737,10.712453316367737,10.712453316367737,10.894518710219307,10.666075129994672,10.410010136077346,10.898415635135263,9.218407743053941
1,2016,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,9.69812101696013,10.620143400852314,10.642421107040914,10.642421107040914,10.867898869298177,10.81399458116912,10.81399458116912,10.81399458116912,10.894518710219307,10.81399458116912,11.273248658116424,10.846105734621867,9.99884318585288
1,1983,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,11.069002998076362,11.20848693074786,11.20848693074786,10.867898869298177,10.755255898862508,10.755255898862508,10.755255898862508,10.894518710219307,10.996718001304968,10.332078087480614,10.898415635135263,9.547383873965687
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,10.475322431255302,11.639983178871429,11.639983178871429,11.639983178871429,10.867898869298177,11.162218958687879,11.038997759266097,11.19950436739841,10.894518710219307,11.162218958687879,11.273248658116424,10.898415635135263,12.961830709276862
13,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,9.62757103997272,10.975968081027128,10.054365892440364,10.054365892440364,10.236398269268328,10.114592548182321,10.114592548182321,10.134864075611262,10.894518710219307,10.114592548182321,10.752045520711334,10.846105734621867,8.350193650720067
2,1983,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,11.556163434330063,11.069002998076362,10.905058983328656,10.905058983328656,10.867898869298177,10.910832321194079,10.910832321194079,10.869242912017896,10.894518710219307,10.910832321194079,10.752045520711334,10.898415635135263,10.369216433048683
4,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,11.286866842098139,11.289721514798648,11.163023389948714,11.163023389948714,10.867898869298177,10.980121286223357,10.980121286223357,11.008877258475923,10.894518710219307,10.980121286223357,11.655759499038734,10.898415635135263,11.918397239722838
3,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,11.941259552842595,11.069002998076362,11.39493164550483,11.39493164550483,10.236398269268328,11.233115317904176,11.233115317904176,10.940969327499221,10.57819558377291,11.196507885208623,11.041263967128458,11.208873210857517,11.68255008911792
1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,10.01358307059093,11.069002998076362,11.39493164550483,11.39493164550483,10.628254886499958,10.728941407144351,10.728941407144351,10.728941407144351,10.894518710219307,10.728941407144351,11.041263967128458,10.846105734621867,9.345133468317714
1,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.136815182278031,10.912202696038703,11.15291813184879,11.15291813184879,10.628254886499958,10.89132594096951,10.89132594096951,10.89132594096951,10.894518710219307,10.89132594096951,11.041263967128458,10.846105734621867,10.593203854356613
1,1983,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,11.04404863079418,11.081903968983852,11.081903968983852,10.867898869298177,11.191358486179242,11.191358486179242,11.191358486179242,10.894518710219307,11.191358486179242,10.410010136077346,10.898415635135263,12.899222326086994
2,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,10.01358307059093,10.815375828204525,11.00737330963005,11.00737330963005,11.074356461026202,10.692025914219624,10.692025914219624,10.656594890700116,10.897828614065158,10.771640467930414,10.410010136077346,10.846105734621867,8.966802768508586
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,10.604141597915584,11.110708772783159,11.495378838174009,11.495378838174009,10.867898869298177,10.690080758705463,10.690080758705463,10.690080758705463,10.894518710219307,10.937569861428594,10.410010136077346,10.898415635135263,9.046454626457882
1,1983,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,10.01358307059093,11.289721514798648,11.163023389948714,11.163023389948714,10.867898869298177,10.716644172183246,10.716644172183246,10.716644172183246,10.894518710219307,10.771246635875345,11.041263967128458,10.898415635135263,9.250618218474752
12,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,9.62757103997272,10.469612630640494,10.598520467605981,10.598520467605981,10.11359339890458,10.433754595327544,10.433754595327544,10.298360100307493,10.894518710219307,10.433754595327544,11.041263967128458,10.898415635135263,9.747593687577451
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,9.62757103997272,10.975968081027128,10.767890771987933,10.767890771987933,10.867898869298177,10.73348865646036,10.73348865646036,10.73348865646036,10.894518710219307,10.73348865646036,10.752045520711334,10.898415635135263,9.380083146563278
1,1983,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,11.069002998076362,10.905058983328656,10.905058983328656,10.867898869298177,11.061403640170003,11.061403640170003,11.061403640170003,10.894518710219307,11.061403640170003,11.041263967128458,10.898415635135263,11.900403097397314
1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,10.01358307059093,10.51254121932266,10.492324497964942,10.492324497964942,10.612492372366853,11.034852422005894,11.034852422005894,10.868485882714424,10.57819558377291,11.034852422005894,10.410010136077346,10.846105734621867,10.417657577552509
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,10.574690161530762,11.069002998076362,11.20848693074786,11.20848693074786,10.867898869298177,10.919228338766459,10.919228338766459,10.919228338766459,10.894518710219307,10.991280993078075,11.470033703793069,10.898415635135263,10.807658738510439
2,1983,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,12.503609973389988,11.069002998076362,10.940149540994259,10.940149540994259,10.867898869298177,11.222766727423574,11.222766727423574,11.222766727423574,10.894518710219307,11.222766727423574,11.041263967128458,10.898415635135263,13.815511557963774
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,11.556163434330063,10.975968081027128,10.329364876598156,10.329364876598156,10.867898869298177,11.028031697248078,11.028031697248078,11.028031697248078,10.894518710219307,10.785132173645838,10.295698749064284,10.898415635135263,11.643909866765647
2,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,10.01358307059093,10.620143400852314,11.012565649856983,11.012565649856983,10.628254886499958,10.966737509932765,10.966737509932765,10.966737509932765,10.894518710219307,10.966737509932765,11.041263967128458,10.846105734621867,11.304281287844791
1,1983,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,9.62757103997272,10.975968081027128,11.010842737859567,11.010842737859567,10.867898869298177,10.652337973030555,10.652337973030555,10.652337973030555,10.894518710219307,10.733988363642604,10.752045520711334,10.898415635135263,8.756367559802975
1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,10.51254121932266,10.231840267430035,10.231840267430035,10.628254886499958,10.920807796536925,10.920807796536925,10.920807796536925,10.894518710219307,10.886573697380788,11.273248658116424,10.846105734621867,10.819798284210286
1,1983,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,11.556163434330063,10.60945251035581,10.412226163993791,10.412226163993791,10.867898869298177,10.92702675569834,10.92702675569834,10.92702675569834,10.894518710219307,10.92702675569834,10.070993727253382,10.898415635135263,10.867596547865759
1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,12.503609973389988,12.203846975112604,11.998487065191387,11.998487065191387,11.225354586457817,11.310575480213974,11.310575480213974,11.310575480213974,12.604124040527205,11.310575480213974,11.499769794966772,10.846105734621867,13.815511557963774
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,9.62757103997272,10.975968081027128,10.767890771987933,10.767890771987933,10.867898869298177,10.957744940055429,10.957744940055429,10.957744940055429,10.894518710219307,10.957744940055429,10.752045520711334,10.898415635135263,11.10369327029282
2,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,12.503609973389988,10.469612630640494,11.296431654305286,11.296431654305286,10.628254886499958,11.158233550403889,11.158233550403889,11.123314931417605,10.894518710219307,11.160012570240108,11.273248658116424,10.846105734621867,12.462267920852137
2,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,10.469612630640494,11.078208195399672,11.078208195399672,10.867898869298177,11.095329460746633,11.095329460746633,11.095329460746633,10.894518710219307,11.095329460746633,11.470033703793069,10.898415635135263,11.603131732856378
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,11.069002998076362,10.940149540994259,10.940149540994259,10.867898869298177,11.144468501157588,11.144468501157588,11.144468501157588,10.894518710219307,11.144468501157588,10.410010136077346,10.898415635135263,12.538830850810497
3,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,10.108186190520671,11.110708772783159,10.69544065221592,10.69544065221592,10.628254886499958,10.797732813651795,10.797732813651795,10.797732813651795,10.894518710219307,10.797732813651795,11.499769794966772,10.846105734621867,9.44413499866377
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,11.069002998076362,10.940149540994259,10.940149540994259,10.867898869298177,11.02026947969622,11.02026947969622,11.02026947969622,10.894518710219307,10.915104559196617,10.070993727253382,10.898415635135263,11.584250282024042
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11.556163434330063,10.51254121932266,10.252228936904329,10.252228936904329,10.867898869298177,10.71216906735339,10.71216906735339,10.71216906735339,10.894518710219307,10.71017197086566,10.410010136077346,10.898415635135263,9.216223035134337
5,1992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,9.62757103997272,10.975968081027128,11.022877917879326,11.022877917879326,10.867898869298177,10.95691321510114,10.95691321510114,10.95691321510114,10.894518710219307,10.95691321510114,11.499769794966772,11.462832162125798,9.798182590890704
2,1983,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,11.556163434330063,10.469612630640494,11.00796029597516,11.00796029597516,10.867898869298177,11.102268306455093,11.102268306455093,11.102268306455093,10.894518710219307,11.102268306455093,11.499769794966772,10.898415635135263,11.173964133120124
1,1983,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,11.556163434330063,11.04404863079418,10.48753936421028,10.48753936421028,10.867898869298177,10.749038870304476,10.749038870304476,10.749038870304476,10.894518710219307,10.783385784284151,10.295698749064284,10.898415635135263,9.499600448724028
1,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,10.108186190520671,10.975968081027128,10.329364876598156,10.329364876598156,11.921245869734625,10.569801187765902,10.569801187765902,10.789567354901564,10.894518710219307,10.49486852509954,11.905517505015311,10.898415635135263,9.81109810324278
1,1983,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,11.556163434330063,11.04404863079418,11.045283369964402,11.045283369964402,10.867898869298177,11.013070191259837,11.013070191259837,11.013070191259837,10.894518710219307,10.877858826482752,10.332078087480614,10.898415635135263,11.52891731104249
2,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,11.556163434330063,11.71905389139472,11.71905389139472,11.71905389139472,11.401342245851758,11.119218251565442,11.119218251565442,11.080829901414978,10.894518710219307,11.080829901414978,11.655759499038734,11.208873210857517,12.344760097804064
1,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,10.01358307059093,10.51254121932266,10.492324497964942,10.492324497964942,10.628254886499958,10.701555272415144,10.701555272415144,10.701555272415144,10.894518710219307,10.841600318179223,10.752045520711334,10.846105734621867,9.134646527606982
2,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,10.01358307059093,10.60945251035581,10.872016904028564,10.872016904028564,10.867898869298177,11.078410064863597,11.078410064863597,11.078410064863597,10.894518710219307,11.078410064863597,11.499769794966772,11.462832162125798,11.420821140914589
1,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,9.62757103997272,11.110708772783159,10.529336661946624,10.529336661946624,10.867898869298177,10.811429023185728,10.811429023185728,10.897918826864892,10.894518710219307,10.713226526125993,10.752045520711334,10.898415635135263,10.643876079418511
1,1983,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,11.556163434330063,11.04404863079418,10.553707547090898,10.553707547090898,10.867898869298177,10.812945521411514,10.812945521411514,10.812945521411514,10.894518710219307,10.735542541855745,10.295698749064284,10.898415635135263,9.99078022329229
2,2004,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,11.556163434330063,11.289721514798648,11.535128602598657,11.535128602598657,10.612492372366853,10.81577010669282,10.81577010669282,10.797205921877513,10.894518710219307,10.797205921877513,10.752045520711334,11.208873210857517,8.304247465078474
1,1983,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,11.556163434330063,10.620143400852314,10.642421107040914,10.642421107040914,10.867898869298177,10.987997989700672,10.987997989700672,10.987997989700672,10.894518710219307,10.988903452797857,10.332078087480614,10.898415635135263,11.33621501642319
